what,kind,bundleId,bundleVersion,description,time
java.vm.info,sysinfo,,,"mixed mode",1351505461326
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1351505461326
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1351505461326
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1351505461326
java.vm.specification.version,sysinfo,,,"1.7",1351505461326
java.vm.vendor,sysinfo,,,"Oracle Corporation",1351505461326
java.vm.version,sysinfo,,,"23.3-b01",1351505461326
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1351505461623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351506963639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351506991460
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351506992910
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351506993035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351507093322
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351507103279
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351507103419
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351507103466
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351507145970
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351507149850
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351507150287
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351507151067
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351507151098
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351507151919
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351507151919
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351507156223
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351507160809
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351507160872
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351507160872
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351507161762
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514124738
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514127128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514191501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514200001
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514453404
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514462371
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514462431
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351514467945
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514473379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514504590
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514507293
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514507363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1351514513933
error,log,,,"Exception loading preferences from: /j-CSI/.settings/org.eclipse.jdt.core.prefs.",1351514513983
error,log,,,"Exception loading preferences from: C:/Users/Sween/Java-j-CSI/j-CSI/.settings/org.eclipse.jdt.core.prefs.",1351514513983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514514963
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514557074
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351514559240
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514559550
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514559630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514579083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514585731
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351514587450
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514587730
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514587820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514598368
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514648593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514650223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514651463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514651703
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514657201
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514657247
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514657263
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514904828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514906013
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514912276
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351514913513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351514950745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351515036148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351515058124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351515379479
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351515381974
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1351515383844
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1351515383854
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201105162116,"org.eclipse.wst.sse.core",1351515383914
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1351515384634
started,bundle,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui",1351515385234
started,bundle,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui",1351515385284
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1351515385384
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1351515385694
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1351515385804
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1351515386224
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1351515386404
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1351515386494
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351515386574
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351515387096
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1351515387936
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1351515388056
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1351515388076
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1351515388106
started,bundle,org.eclipse.wst.common.modulecore,1.2.100.v201105191800,"org.eclipse.wst.common.modulecore",1351515388126
started,bundle,org.eclipse.jst.j2ee.core,1.2.100.v201105122000,"org.eclipse.jst.j2ee.core",1351515388176
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1351515388226
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1351515388276
started,bundle,org.eclipse.jst.j2ee,1.1.500.v201105122000,"org.eclipse.jst.j2ee",1351515388386
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1351515388416
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1351515388686
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1351515388706
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1351515388956
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351515394579
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351515394853
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351515394913
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351515399524
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351515399524
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1351515401488
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1351515401588
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351515401628
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351515401848
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351515407506
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351515407818
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351515407911
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351515411618
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351515414748
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351515423806
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351515424087
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351515424163
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351515427873
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351515430253
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351515438403
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351515470350
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351521965087
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1351522010994
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522014405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522014525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522018055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522018175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522043575
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522043694
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1351522044054
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1351522044134
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351522047672
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1351522048967
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522051900
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522052009
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351522063277
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351522069674
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351522072139
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351522072186
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351522098243
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351522098243
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351522101550
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351522104046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522108182
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522123291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522218100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522755200
started,bundle,org.eclipse.wst.server.core,1.1.302.v20110518,"org.eclipse.wst.server.core",1351522757650
started,bundle,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui",1351522757690
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1351522757750
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1351522758000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522761130
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522848415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351522849493
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523023110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523031875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523065715
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523067355
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523083597
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523109200
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523125431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523224310
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523227047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523227867
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351523229907
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523230157
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523230227
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523238647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523239567
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523239614
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523241845
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523246894
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523253550
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523255672
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523269681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523282192
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523290310
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351523293326
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523294730
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523294792
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523299374
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523299374
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351523300254
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523300484
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523300544
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523301994
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523301994
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351523303586
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523303835
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523303898
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523305848
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523305848
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351523306841
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523315768
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351523320797
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523322138
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523343556
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523469999
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351523472468
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1351523528195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523564518
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351523568043
