what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.pde.core,3.7.0.v20110603,"org.eclipse.pde.core",1351161114210
error,log,,,"Exception loading preferences from: /TP1/.settings/org.eclipse.jdt.core.prefs.",1351161114647
error,log,,,"Exception loading preferences from: C:/Users/Sween/Java-j-CSI/TP1/.settings/org.eclipse.jdt.core.prefs.",1351161114662
error,log,,,"Internal Error",1351161114881
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161114927
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161114974
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161114990
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161114990
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161115052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161128109
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1351161128125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161140418
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161145098
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161145784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161147719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161153523
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161202165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161205035
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161348195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1351161349958
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1351161350036
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1351161350036
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1351161350083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1351161351783
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161362048
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161362110
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351161368506
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161397007
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161397070
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351161617997
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161635251
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161641366
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351161651678
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161659337
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161663596
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1351161663596
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1351161674860
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161676638
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161678510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161685983
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161688401
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161688635
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161690195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161690710
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351161696654
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161866368
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351161963822
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161964040
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351161964103
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351162015380
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351162047001
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351162050230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351162060885
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351162181566
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1351162182253
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351162199834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351162226011
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351162227571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351162230661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351162232377
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351162864306
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351162866756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351162961731
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351162970904
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351162980233
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163011105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163018016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163264949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163327302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163334744
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1351163334790
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351163340937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163342980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163344728
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1351163345603
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163353840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163412793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163418799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163420530
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351163426505
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1351163435350
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351163448688
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1351163456207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163458937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163460419
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1351163465445
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163471201
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163472574
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1351163478941
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1351163480313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163482451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163598969
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163601434
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163612916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163618690
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163657347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163659158
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163692168
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351163725367
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351163745616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351164426904
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351164429977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351164432456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351164433016
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351164541187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351164644434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351164647794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351164846617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351164864954
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351164867286
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351164879846
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165057233
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165067722
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165077129
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165084153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165090091
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1351165090091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165096556
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165110582
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1351165110582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165116703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165128693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165132935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165151876
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1351165151891
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165156375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165191265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165193839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165207826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1351165210993
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351165288376
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351165288423
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351165288423
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351165289794
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351165289794
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351165290674
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351165290674
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351165294582
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351165294644
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351165295486
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351165298956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165306747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165329044
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165335284
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165604326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165649784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165655481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165658746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165684516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165694699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165758966
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165759026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165760586
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351165760756
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1351165761386
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1351165761386
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1351165761386
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1351165761386
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1351165761386
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1351165761406
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1351165761406
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1351165761406
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1351165761406
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1351165761406
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1351165761406
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1351165761406
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.400.v201103082016,"org.eclipse.jst.ws.consumption.ui",1351165761406
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.600.v201103082016,"org.eclipse.jst.ws.consumption",1351165761406
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1351165761406
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1351165761416
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1351165761416
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1351165761416
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1351165761416
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1351165761416
stopped,bundle,org.eclipse.jst.ws,1.0.508.v201104071820,"org.eclipse.jst.ws",1351165761416
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1351165761416
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.402.v201105050214,"org.eclipse.wst.wsdl.ui",1351165761416
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1351165761416
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1351165761416
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1351165761416
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1351165761416
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1351165761416
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1351165761416
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1351165761426
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1351165761426
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1351165761426
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.100.v201104031139,"org.eclipse.jst.ws.jaxws.core",1351165761426
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1351165761426
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1351165761426
stopped,bundle,org.eclipse.mylyn.commons.xmlrpc,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.xmlrpc",1351165761426
stopped,bundle,org.eclipse.datatools.enablement.oda.ws.ui,1.2.2.v201105111200,"org.eclipse.datatools.enablement.oda.ws.ui",1351165761426
stopped,bundle,org.eclipse.datatools.enablement.oda.ws,1.2.2.v201011041216,"org.eclipse.datatools.enablement.oda.ws",1351165761426
stopped,bundle,org.eclipse.wst.wsdl,1.2.201.v201103211934,"org.eclipse.wst.wsdl",1351165761426
stopped,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1351165761426
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1351165761426
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1351165761426
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1351165761436
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.100.v201105030025,"org.eclipse.wst.xml.xpath.ui",1351165761436
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1351165761436
stopped,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.launching",1351165761436
stopped,bundle,org.eclipse.wst.xsl.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.launching",1351165761436
stopped,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1351165761436
stopped,bundle,org.eclipse.wst.xml.xpath.core,1.2.0.v201105030025,"org.eclipse.wst.xml.xpath.core",1351165761436
stopped,bundle,org.eclipse.datatools.enablement.oda.xml.ui,1.2.1.v201104211630,"org.eclipse.datatools.enablement.oda.xml.ui",1351165761436
stopped,bundle,org.eclipse.datatools.enablement.oda.xml,1.2.1.v201104121500,"org.eclipse.datatools.enablement.oda.xml",1351165761436
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.200.v201104061711,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1351165761436
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1351165761436
